pmutype, desID, event0, event1, , start, duration, end, layerID, desType,     srcAddr, dstAddr, trans_fmt, transpose_md, cmd_id, wait_id_tpu, dst_h_stride, dst_c_stride_low,     dst_n_stride, src_h_stride, src_c_stride_low, src_n_stride, dst_c, src_c, dst_w, dst_h, src_w, src_h, src_n
1, 1822, 2, 18, 1, 5340198, 166, 5340364, 448, TDMA Tensor Load, 0x4306061376, 0x1040,         0, 0, 1822, 324, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 326, 0, 0, 3, 5340368, 1095, 5341463, 448, TIU PerChannel Convolution
1, 1823, 65, 960, 1, 5340365, 1845, 5342210, 448, TDMA Tensor Load Compression, 0x4306562976, 0x1056,         0, 0, 1823, 325, 512, 512, 512, 512, 512, 1048576, 32, 32, 512, 1, 512, 1, 1
1, 1824, 2, 18, 1, 5342211, 185, 5342396, 448, TDMA Tensor Load, 0x4306061664, 0x1024,         0, 0, 1824, 325, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 327, 0, 0, 3, 5342400, 1095, 5343495, 448, TIU PerChannel Convolution
1, 1825, 66, 970, 1, 5342397, 1799, 5344196, 448, TDMA Tensor Load Compression, 0x4306579360, 0x1568,         0, 0, 1825, 326, 512, 512, 512, 512, 512, 1048576, 32, 32, 512, 1, 512, 1, 1
1, 1826, 2, 18, 1, 5344197, 148, 5344345, 448, TDMA Tensor Load, 0x4306061952, 0x1040,         0, 0, 1826, 326, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 328, 0, 0, 3, 5344349, 1095, 5345444, 448, TIU PerChannel Convolution
1, 1827, 64, 949, 1, 5344346, 1579, 5345925, 448, TDMA Tensor Load Compression, 0x4306595744, 0x1056,         0, 0, 1827, 327, 512, 512, 512, 512, 512, 1048576, 32, 32, 512, 1, 512, 1, 1
1, 1828, 2, 18, 1, 5345926, 186, 5346112, 448, TDMA Tensor Load, 0x4306062240, 0x1024,         0, 0, 1828, 327, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 329, 0, 0, 3, 5346116, 1095, 5347211, 448, TIU PerChannel Convolution
1, 1829, 64, 947, 1, 5346113, 1775, 5347888, 448, TDMA Tensor Load Compression, 0x4306612128, 0x1568,         0, 0, 1829, 328, 512, 512, 512, 512, 512, 1048576, 32, 32, 512, 1, 512, 1, 1
1, 1830, 2, 18, 1, 5347889, 147, 5348036, 448, TDMA Tensor Load, 0x4306062528, 0x1040,         0, 0, 1830, 328, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 330, 0, 0, 3, 5348040, 1095, 5349135, 448, TIU PerChannel Convolution
1, 1831, 65, 959, 1, 5348037, 1764, 5349801, 448, TDMA Tensor Load Compression, 0x4306628512, 0x1056,         0, 0, 1831, 329, 512, 512, 512, 512, 512, 1048576, 32, 32, 512, 1, 512, 1, 1
1, 1832, 2, 18, 1, 5349802, 166, 5349968, 448, TDMA Tensor Load, 0x4306062816, 0x1024,         0, 0, 1832, 329, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 331, 0, 0, 3, 5349972, 1095, 5351067, 448, TIU PerChannel Convolution
1, 1833, 65, 958, 1, 5349969, 1556, 5351525, 448, TDMA Tensor Load Compression, 0x4306644896, 0x1568,         0, 0, 1833, 330, 512, 512, 512, 512, 512, 1048576, 32, 32, 512, 1, 512, 1, 1
1, 1834, 2, 18, 1, 5351526, 260, 5351786, 448, TDMA Tensor Load, 0x4306063104, 0x1040,         0, 0, 1834, 330, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 332, 0, 0, 3, 5351790, 1095, 5352885, 448, TIU PerChannel Convolution
1, 1835, 64, 944, 1, 5351787, 1536, 5353323, 448, TDMA Tensor Load Compression, 0x4306661280, 0x1056,         0, 0, 1835, 331, 512, 512, 512, 512, 512, 1048576, 32, 32, 512, 1, 512, 1, 1
1, 1836, 2, 18, 1, 5353324, 142, 5353466, 448, TDMA Tensor Load, 0x4306063392, 0x1024,         0, 0, 1836, 331, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 333, 0, 0, 3, 5353470, 1095, 5354565, 448, TIU PerChannel Convolution
1, 1837, 65, 956, 1, 5353467, 1763, 5355230, 448, TDMA Tensor Load Compression, 0x4306677664, 0x1568,         0, 0, 1837, 332, 512, 512, 512, 512, 512, 1048576, 32, 32, 512, 1, 512, 1, 1
1, 1838, 2, 18, 1, 5355231, 141, 5355372, 448, TDMA Tensor Load, 0x4306063680, 0x1040,         0, 0, 1838, 332, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 334, 0, 0, 3, 5355376, 1095, 5356471, 448, TIU PerChannel Convolution
1, 1839, 65, 952, 1, 5355373, 1775, 5357148, 448, TDMA Tensor Load Compression, 0x4306694048, 0x1056,         0, 0, 1839, 333, 512, 512, 512, 512, 512, 1048576, 32, 32, 512, 1, 512, 1, 1
1, 1840, 2, 18, 1, 5357149, 142, 5357291, 448, TDMA Tensor Load, 0x4306063968, 0x1024,         0, 0, 1840, 333, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 335, 0, 0, 3, 5357295, 1095, 5358390, 448, TIU PerChannel Convolution
1, 1841, 64, 946, 1, 5357292, 1577, 5358869, 448, TDMA Tensor Load Compression, 0x4306710432, 0x1568,         0, 0, 1841, 334, 512, 512, 512, 512, 512, 1048576, 32, 32, 512, 1, 512, 1, 1
1, 1842, 2, 18, 1, 5358870, 136, 5359006, 448, TDMA Tensor Load, 0x4306064256, 0x1040,         0, 0, 1842, 334, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 336, 0, 0, 3, 5359010, 1095, 5360105, 448, TIU PerChannel Convolution
1, 1843, 66, 967, 1, 5359007, 1782, 5360789, 448, TDMA Tensor Load Compression, 0x4306726816, 0x1056,         0, 0, 1843, 335, 512, 512, 512, 512, 512, 1048576, 32, 32, 512, 1, 512, 1, 1
1, 1844, 2, 18, 1, 5360790, 141, 5360931, 448, TDMA Tensor Load, 0x4306064544, 0x1024,         0, 0, 1844, 335, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 337, 0, 0, 3, 5360935, 1095, 5362030, 448, TIU PerChannel Convolution
1, 1845, 65, 957, 1, 5360932, 1797, 5362729, 448, TDMA Tensor Load Compression, 0x4306743200, 0x1568,         0, 0, 1845, 336, 512, 512, 512, 512, 512, 1048576, 32, 32, 512, 1, 512, 1, 1
1, 1846, 2, 18, 1, 5362730, 140, 5362870, 448, TDMA Tensor Load, 0x4306064832, 0x1040,         0, 0, 1846, 336, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 338, 0, 0, 3, 5362874, 1095, 5363969, 448, TIU PerChannel Convolution
1, 1847, 64, 947, 1, 5362871, 1734, 5364605, 448, TDMA Tensor Load Compression, 0x4306759584, 0x1056,         0, 0, 1847, 337, 512, 512, 512, 512, 512, 1048576, 32, 32, 512, 1, 512, 1, 1
1, 1848, 2, 18, 1, 5364606, 140, 5364746, 448, TDMA Tensor Load, 0x4306065120, 0x1024,         0, 0, 1848, 337, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 339, 0, 0, 3, 5364750, 1095, 5365845, 448, TIU PerChannel Convolution
1, 1849, 64, 950, 1, 5364747, 1546, 5366293, 448, TDMA Tensor Load Compression, 0x4306775968, 0x1568,         0, 0, 1849, 338, 512, 512, 512, 512, 512, 1048576, 32, 32, 512, 1, 512, 1, 1
1, 1850, 2, 18, 1, 5366294, 140, 5366434, 448, TDMA Tensor Load, 0x4306065408, 0x1040,         0, 0, 1850, 338, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 340, 0, 0, 3, 5366438, 1095, 5367533, 448, TIU PerChannel Convolution
1, 1851, 64, 950, 1, 5366435, 1755, 5368190, 448, TDMA Tensor Load Compression, 0x4306792352, 0x1056,         0, 0, 1851, 339, 512, 512, 512, 512, 512, 1048576, 32, 32, 512, 1, 512, 1, 1
1, 1852, 2, 18, 1, 5368191, 141, 5368332, 448, TDMA Tensor Load, 0x4306065696, 0x1024,         0, 0, 1852, 339, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 341, 0, 0, 3, 5368336, 1095, 5369431, 448, TIU PerChannel Convolution
1, 1853, 64, 940, 1, 5368333, 1756, 5370089, 448, TDMA Tensor Load Compression, 0x4306808736, 0x1568,         0, 0, 1853, 340, 512, 512, 512, 512, 512, 1048576, 32, 32, 512, 1, 512, 1, 1
1, 1854, 2, 18, 1, 5370090, 142, 5370232, 448, TDMA Tensor Load, 0x4306065984, 0x1040,         0, 0, 1854, 340, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 342, 0, 0, 3, 5370236, 1095, 5371331, 448, TIU PerChannel Convolution
1, 1855, 64, 944, 1, 5370233, 1617, 5371850, 448, TDMA Tensor Load Compression, 0x4306825120, 0x1056,         0, 0, 1855, 341, 512, 512, 512, 512, 512, 1048576, 32, 32, 512, 1, 512, 1, 1
1, 1856, 2, 18, 1, 5371851, 141, 5371992, 448, TDMA Tensor Load, 0x4306066272, 0x1024,         0, 0, 1856, 341, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 343, 0, 0, 3, 5371996, 1095, 5373091, 448, TIU PerChannel Convolution
1, 1857, 65, 957, 1, 5371993, 1699, 5373692, 448, TDMA Tensor Load Compression, 0x4306841504, 0x1568,         0, 0, 1857, 342, 512, 512, 512, 512, 512, 1048576, 32, 32, 512, 1, 512, 1, 1
1, 1858, 2, 18, 1, 5373693, 135, 5373828, 448, TDMA Tensor Load, 0x4306066560, 0x1040,         0, 0, 1858, 342, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 344, 0, 0, 3, 5373832, 1095, 5374927, 448, TIU PerChannel Convolution
1, 1859, 64, 950, 1, 5373829, 1756, 5375585, 448, TDMA Tensor Load Compression, 0x4306857888, 0x1056,         0, 0, 1859, 343, 512, 512, 512, 512, 512, 1048576, 32, 32, 512, 1, 512, 1, 1
1, 1860, 2, 18, 1, 5375586, 140, 5375726, 448, TDMA Tensor Load, 0x4306066848, 0x1024,         0, 0, 1860, 343, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 345, 0, 0, 3, 5375730, 1095, 5376825, 448, TIU PerChannel Convolution
1, 1861, 65, 966, 1, 5375727, 1763, 5377490, 448, TDMA Tensor Load Compression, 0x4306874272, 0x1568,         0, 0, 1861, 344, 512, 512, 512, 512, 512, 1048576, 32, 32, 512, 1, 512, 1, 1
1, 1862, 2, 18, 1, 5377491, 140, 5377631, 448, TDMA Tensor Load, 0x4306067136, 0x1040,         0, 0, 1862, 344, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 346, 0, 0, 3, 5377635, 1095, 5378730, 448, TIU PerChannel Convolution
1, 1863, 64, 948, 1, 5377632, 1543, 5379175, 448, TDMA Tensor Load Compression, 0x4306890656, 0x1056,         0, 0, 1863, 345, 512, 512, 512, 512, 512, 1048576, 32, 32, 512, 1, 512, 1, 1
1, 1864, 2, 18, 1, 5379176, 141, 5379317, 448, TDMA Tensor Load, 0x4306067424, 0x1024,         0, 0, 1864, 345, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 347, 0, 0, 3, 5379321, 1095, 5380416, 448, TIU PerChannel Convolution
1, 1865, 64, 950, 1, 5379318, 1804, 5381122, 448, TDMA Tensor Load Compression, 0x4306907040, 0x1568,         0, 0, 1865, 346, 512, 512, 512, 512, 512, 1048576, 32, 32, 512, 1, 512, 1, 1
1, 1866, 2, 18, 1, 5381123, 141, 5381264, 448, TDMA Tensor Load, 0x4306067712, 0x1040,         0, 0, 1866, 346, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 348, 0, 0, 3, 5381268, 1095, 5382363, 448, TIU PerChannel Convolution
1, 1867, 65, 966, 1, 5381265, 1792, 5383057, 448, TDMA Tensor Load Compression, 0x4306923424, 0x1056,         0, 0, 1867, 347, 512, 512, 512, 512, 512, 1048576, 32, 32, 512, 1, 512, 1, 1
1, 1868, 2, 18, 1, 5383058, 141, 5383199, 448, TDMA Tensor Load, 0x4306068000, 0x1024,         0, 0, 1868, 347, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 349, 0, 0, 3, 5383203, 1095, 5384298, 448, TIU PerChannel Convolution
1, 1869, 65, 962, 1, 5383200, 1798, 5384998, 448, TDMA Tensor Load Compression, 0x4306939808, 0x1568,         0, 0, 1869, 348, 512, 512, 512, 512, 512, 1048576, 32, 32, 512, 1, 512, 1, 1
1, 1870, 2, 18, 1, 5384999, 142, 5385141, 448, TDMA Tensor Load, 0x4306068288, 0x1040,         0, 0, 1870, 348, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 350, 0, 0, 3, 5385145, 1095, 5386240, 448, TIU PerChannel Convolution
1, 1871, 65, 951, 1, 5385142, 1611, 5386753, 448, TDMA Tensor Load Compression, 0x4306956192, 0x1056,         0, 0, 1871, 349, 512, 512, 512, 512, 512, 1048576, 32, 32, 512, 1, 512, 1, 1
1, 1872, 2, 18, 1, 5386754, 141, 5386895, 448, TDMA Tensor Load, 0x4306068576, 0x1024,         0, 0, 1872, 349, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 351, 0, 0, 3, 5386899, 1095, 5387994, 448, TIU PerChannel Convolution
1, 1873, 64, 944, 1, 5386896, 1747, 5388643, 448, TDMA Tensor Load Compression, 0x4306972576, 0x1568,         0, 0, 1873, 350, 512, 512, 512, 512, 512, 1048576, 32, 32, 512, 1, 512, 1, 1
1, 1874, 2, 18, 1, 5388644, 135, 5388779, 448, TDMA Tensor Load, 0x4306068864, 0x1040,         0, 0, 1874, 350, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 352, 0, 0, 3, 5388783, 1095, 5389878, 448, TIU PerChannel Convolution
1, 1875, 64, 948, 1, 5388780, 1739, 5390519, 448, TDMA Tensor Load Compression, 0x4306988960, 0x1056,         0, 0, 1875, 351, 512, 512, 512, 512, 512, 1048576, 32, 32, 512, 1, 512, 1, 1
1, 1876, 2, 18, 1, 5390520, 141, 5390661, 448, TDMA Tensor Load, 0x4306069152, 0x1024,         0, 0, 1876, 351, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 353, 0, 0, 3, 5390665, 1095, 5391760, 448, TIU PerChannel Convolution
1, 1877, 64, 950, 1, 5390662, 1545, 5392207, 448, TDMA Tensor Load Compression, 0x4307005344, 0x1568,         0, 0, 1877, 352, 512, 512, 512, 512, 512, 1048576, 32, 32, 512, 1, 512, 1, 1
1, 1878, 2, 18, 1, 5392208, 135, 5392343, 448, TDMA Tensor Load, 0x4306069440, 0x1040,         0, 0, 1878, 352, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 354, 0, 0, 3, 5392347, 1095, 5393442, 448, TIU PerChannel Convolution
1, 1879, 65, 956, 1, 5392344, 1718, 5394062, 448, TDMA Tensor Load Compression, 0x4307021728, 0x1056,         0, 0, 1879, 353, 512, 512, 512, 512, 512, 1048576, 32, 32, 512, 1, 512, 1, 1
1, 1880, 2, 18, 1, 5394063, 140, 5394203, 448, TDMA Tensor Load, 0x4306069728, 0x1024,         0, 0, 1880, 353, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 355, 0, 0, 3, 5394207, 1095, 5395302, 448, TIU PerChannel Convolution
1, 1881, 65, 958, 1, 5394204, 1782, 5395986, 448, TDMA Tensor Load Compression, 0x4307038112, 0x1568,         0, 0, 1881, 354, 512, 512, 512, 512, 512, 1048576, 32, 32, 512, 1, 512, 1, 1
1, 1882, 2, 18, 1, 5395987, 135, 5396122, 448, TDMA Tensor Load, 0x4306070016, 0x1040,         0, 0, 1882, 354, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 356, 0, 0, 3, 5396126, 1095, 5397221, 448, TIU PerChannel Convolution
1, 1883, 65, 956, 1, 5396123, 1789, 5397912, 448, TDMA Tensor Load Compression, 0x4307054496, 0x1056,         0, 0, 1883, 355, 512, 512, 512, 512, 512, 1048576, 32, 32, 512, 1, 512, 1, 1
1, 1884, 2, 18, 1, 5397913, 141, 5398054, 448, TDMA Tensor Load, 0x4306070304, 0x1024,         0, 0, 1884, 355, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 357, 0, 0, 3, 5398058, 1095, 5399153, 448, TIU PerChannel Convolution
1, 1885, 65, 951, 1, 5398055, 1573, 5399628, 448, TDMA Tensor Load Compression, 0x4307070880, 0x1568,         0, 0, 1885, 356, 512, 512, 512, 512, 512, 1048576, 32, 32, 512, 1, 512, 1, 1
1, 1886, 2, 18, 1, 5399629, 136, 5399765, 448, TDMA Tensor Load, 0x4306070592, 0x1040,         0, 0, 1886, 356, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 358, 0, 0, 3, 5399769, 1095, 5400864, 448, TIU PerChannel Convolution
1, 1887, 65, 964, 1, 5399766, 1820, 5401586, 448, TDMA Tensor Load Compression, 0x4307087264, 0x1056,         0, 0, 1887, 357, 512, 512, 512, 512, 512, 1048576, 32, 32, 512, 1, 512, 1, 1
1, 1888, 2, 18, 1, 5401587, 141, 5401728, 448, TDMA Tensor Load, 0x4306070880, 0x1024,         0, 0, 1888, 357, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 359, 0, 0, 3, 5401732, 1095, 5402827, 448, TIU PerChannel Convolution
1, 1889, 64, 944, 1, 5401729, 1735, 5403464, 448, TDMA Tensor Load Compression, 0x4307103648, 0x1568,         0, 0, 1889, 358, 512, 512, 512, 512, 512, 1048576, 32, 32, 512, 1, 512, 1, 1
1, 1890, 2, 18, 1, 5403465, 140, 5403605, 448, TDMA Tensor Load, 0x4306071168, 0x1040,         0, 0, 1890, 358, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 360, 0, 0, 3, 5403609, 1095, 5404704, 448, TIU PerChannel Convolution
1, 1891, 392, 6272, 1, 5404706, 9865, 5414571, 449, TDMA Tensor Load, 0x4294967296, 0x16384,         0, 0, 1891, 360, 7, 64, 4096, 7, 49, 100352, 2048, 2048, 7, 7, 7, 7, 1
4, 361, 0, 0, 3, 5414575, 937, 5415512, 449, TIU Element-wise Mul
4, 362, 0, 0, 3, 5415513, 2089, 5417602, 449, TIU Element-wise Mac
4, 363, 0, 0, 3, 5417603, 680, 5418283, 449, TIU Element-wise Copy
2, 1892, 392, 6272, 2, 5418285, 9632, 5427917, 449, TDMA Tensor Store, 0x0, 0x4295168000,         0, 0, 1892, 363, 7, 49, 100352, 7, 64, 4096, 2048, 2048, 7, 7, 7, 7, 1
1, 1893, 234, 3670, 1, 5427918, 6016, 5433934, 452, TDMA Tensor Load Compression, 0x4305004448, 0x4128,         0, 0, 1893, 363, 2048, 2048, 2048, 2048, 2048, 1048576, 32, 32, 2048, 1, 2048, 1, 1
1, 1894, 2, 18, 1, 5433935, 141, 5434076, 452, TDMA Tensor Load, 0x4304999840, 0x4096,         0, 0, 1894, 363, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 364, 0, 0, 3, 5434080, 4167, 5438247, 452, TIU PerChannel Convolution
1, 1895, 233, 3646, 1, 5434077, 5841, 5439918, 452, TDMA Tensor Load Compression, 0x4305069984, 0x6176,         0, 0, 1895, 363, 2048, 2048, 2048, 2048, 2048, 1048576, 32, 32, 2048, 1, 2048, 1, 1
1, 1896, 2, 18, 1, 5439919, 136, 5440055, 452, TDMA Tensor Load, 0x4305000128, 0x4112,         0, 0, 1896, 363, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 365, 0, 0, 3, 5440059, 4167, 5444226, 452, TIU PerChannel Convolution
1, 1897, 231, 3607, 1, 5440056, 5702, 5445758, 452, TDMA Tensor Load Compression, 0x4305135520, 0x4128,         0, 0, 1897, 364, 2048, 2048, 2048, 2048, 2048, 1048576, 32, 32, 2048, 1, 2048, 1, 1
1, 1898, 2, 18, 1, 5445759, 141, 5445900, 452, TDMA Tensor Load, 0x4305000416, 0x4096,         0, 0, 1898, 364, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 366, 0, 0, 3, 5445904, 4167, 5450071, 452, TIU PerChannel Convolution
1, 1899, 233, 3648, 1, 5445901, 5982, 5451883, 452, TDMA Tensor Load Compression, 0x4305201056, 0x6176,         0, 0, 1899, 365, 2048, 2048, 2048, 2048, 2048, 1048576, 32, 32, 2048, 1, 2048, 1, 1
1, 1900, 2, 18, 1, 5451884, 135, 5452019, 452, TDMA Tensor Load, 0x4305000704, 0x4112,         0, 0, 1900, 365, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 367, 0, 0, 3, 5452023, 4167, 5456190, 452, TIU PerChannel Convolution
1, 1901, 234, 3664, 1, 5452020, 5775, 5457795, 452, TDMA Tensor Load Compression, 0x4305266592, 0x4128,         0, 0, 1901, 366, 2048, 2048, 2048, 2048, 2048, 1048576, 32, 32, 2048, 1, 2048, 1, 1
1, 1902, 2, 18, 1, 5457796, 140, 5457936, 452, TDMA Tensor Load, 0x4305000992, 0x4096,         0, 0, 1902, 366, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 368, 0, 0, 3, 5457940, 4167, 5462107, 452, TIU PerChannel Convolution
1, 1903, 233, 3641, 1, 5457937, 5829, 5463766, 452, TDMA Tensor Load Compression, 0x4305332128, 0x6176,         0, 0, 1903, 367, 2048, 2048, 2048, 2048, 2048, 1048576, 32, 32, 2048, 1, 2048, 1, 1
1, 1904, 2, 18, 1, 5463767, 142, 5463909, 452, TDMA Tensor Load, 0x4305001280, 0x4112,         0, 0, 1904, 367, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 369, 0, 0, 3, 5463913, 4167, 5468080, 452, TIU PerChannel Convolution
1, 1905, 235, 3674, 1, 5463910, 5966, 5469876, 452, TDMA Tensor Load Compression, 0x4305397664, 0x4128,         0, 0, 1905, 368, 2048, 2048, 2048, 2048, 2048, 1048576, 32, 32, 2048, 1, 2048, 1, 1
1, 1906, 2, 18, 1, 5469877, 140, 5470017, 452, TDMA Tensor Load, 0x4305001568, 0x4096,         0, 0, 1906, 368, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 370, 0, 0, 3, 5470021, 4167, 5474188, 452, TIU PerChannel Convolution
1, 1907, 236, 3693, 1, 5470018, 5980, 5475998, 452, TDMA Tensor Load Compression, 0x4305463200, 0x6176,         0, 0, 1907, 369, 2048, 2048, 2048, 2048, 2048, 1048576, 32, 32, 2048, 1, 2048, 1, 1
1, 1908, 2, 18, 1, 5475999, 135, 5476134, 452, TDMA Tensor Load, 0x4305001856, 0x4112,         0, 0, 1908, 369, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 371, 0, 0, 3, 5476138, 4167, 5480305, 452, TIU PerChannel Convolution
1, 1909, 238, 3728, 1, 5476135, 6091, 5482226, 452, TDMA Tensor Load Compression, 0x4305528736, 0x4128,         0, 0, 1909, 370, 2048, 2048, 2048, 2048, 2048, 1048576, 32, 32, 2048, 1, 2048, 1, 1
1, 1910, 2, 18, 1, 5482227, 140, 5482367, 452, TDMA Tensor Load, 0x4305002144, 0x4096,         0, 0, 1910, 370, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 372, 0, 0, 3, 5482371, 4167, 5486538, 452, TIU PerChannel Convolution
1, 1911, 234, 3657, 1, 5482368, 5878, 5488246, 452, TDMA Tensor Load Compression, 0x4305594272, 0x6176,         0, 0, 1911, 371, 2048, 2048, 2048, 2048, 2048, 1048576, 32, 32, 2048, 1, 2048, 1, 1
1, 1912, 2, 18, 1, 5488247, 137, 5488384, 452, TDMA Tensor Load, 0x4305002432, 0x4112,         0, 0, 1912, 371, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 373, 0, 0, 3, 5488388, 4167, 5492555, 452, TIU PerChannel Convolution
1, 1913, 234, 3655, 1, 5488385, 5812, 5494197, 452, TDMA Tensor Load Compression, 0x4305659808, 0x4128,         0, 0, 1913, 372, 2048, 2048, 2048, 2048, 2048, 1048576, 32, 32, 2048, 1, 2048, 1, 1
1, 1914, 2, 18, 1, 5494198, 140, 5494338, 452, TDMA Tensor Load, 0x4305002720, 0x4096,         0, 0, 1914, 372, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 374, 0, 0, 3, 5494342, 4167, 5498509, 452, TIU PerChannel Convolution
1, 1915, 233, 3639, 1, 5494339, 6016, 5500355, 452, TDMA Tensor Load Compression, 0x4305725344, 0x6176,         0, 0, 1915, 373, 2048, 2048, 2048, 2048, 2048, 1048576, 32, 32, 2048, 1, 2048, 1, 1
1, 1916, 2, 18, 1, 5500356, 141, 5500497, 452, TDMA Tensor Load, 0x4305003008, 0x4112,         0, 0, 1916, 373, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 375, 0, 0, 3, 5500501, 4167, 5504668, 452, TIU PerChannel Convolution
1, 1917, 237, 3704, 1, 5500498, 5903, 5506401, 452, TDMA Tensor Load Compression, 0x4305790880, 0x4128,         0, 0, 1917, 374, 2048, 2048, 2048, 2048, 2048, 1048576, 32, 32, 2048, 1, 2048, 1, 1
1, 1918, 2, 18, 1, 5506402, 141, 5506543, 452, TDMA Tensor Load, 0x4305003296, 0x4096,         0, 0, 1918, 374, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 376, 0, 0, 3, 5506547, 4167, 5510714, 452, TIU PerChannel Convolution
1, 1919, 233, 3654, 1, 5506544, 5776, 5512320, 452, TDMA Tensor Load Compression, 0x4305856416, 0x6176,         0, 0, 1919, 375, 2048, 2048, 2048, 2048, 2048, 1048576, 32, 32, 2048, 1, 2048, 1, 1
1, 1920, 2, 18, 1, 5512321, 141, 5512462, 452, TDMA Tensor Load, 0x4305003584, 0x4112,         0, 0, 1920, 375, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 377, 0, 0, 3, 5512466, 4167, 5516633, 452, TIU PerChannel Convolution
1, 1921, 236, 3688, 1, 5512463, 6004, 5518467, 452, TDMA Tensor Load Compression, 0x4305921952, 0x4128,         0, 0, 1921, 376, 2048, 2048, 2048, 2048, 2048, 1048576, 32, 32, 2048, 1, 2048, 1, 1
1, 1922, 2, 18, 1, 5518468, 140, 5518608, 452, TDMA Tensor Load, 0x4305003872, 0x4096,         0, 0, 1922, 376, 9, 9, 9, 9, 9, 288, 32, 32, 9, 1, 9, 1, 1
4, 378, 0, 0, 3, 5518612, 4167, 5522779, 452, TIU PerChannel Convolution
1, 1923, 234, 3657, 1, 5518609, 5770, 5524379, 452, TDMA Tensor Load Compression, 0x4305987488, 0x6176,         0, 0, 1923, 377, 2048, 2048, 2048, 2048, 2048, 1048576, 32, 32, 2048, 1, 2048, 1, 1
